type,type_encoded,Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_Wear,temp_difference,power,wear_degree,Machine_Failure_Type
L,1,302.2,311.3,1554.0,40.2,118.0,9.100000000000023,62470.8,4743.6,none
L,1,302.2,311.3,1602.0,32.8,120.0,9.100000000000023,52545.6,3935.9999999999995,none
H,0,302.2,311.2,1692.0,28.2,122.0,9.0,47714.4,3440.4,none
L,1,302.3,311.3,1682.0,34.4,127.0,9.0,57860.799999999996,4368.8,none
L,1,302.3,311.3,1614.0,34.1,129.0,9.0,55037.4,4398.900000000001,none
L,1,302.3,311.3,1324.0,47.8,131.0,9.0,63287.2,6261.799999999999,none
L,1,302.3,311.4,1434.0,40.3,133.0,9.099999999999966,57790.2,5359.9,none
L,1,302.3,311.3,1621.0,31.6,135.0,9.0,51223.600000000006,4266.0,none
M,2,302.3,311.3,1625.0,33.1,137.0,9.0,53787.5,4534.7,none
L,1,302.2,311.1,1394.0,53.7,140.0,8.900000000000034,74857.8,7518.0,none
L,1,302.1,311.0,1586.0,35.1,142.0,8.899999999999977,55668.600000000006,4984.2,none
L,1,302.0,311.0,1420.0,45.9,144.0,9.0,65178.0,6609.599999999999,none
L,1,302.1,311.2,1422.0,50.3,146.0,9.099999999999966,71526.59999999999,7343.799999999999,none
H,0,302.1,311.2,1598.0,37.9,148.0,9.099999999999966,60564.2,5609.2,none
L,1,302.1,311.2,1454.0,59.2,153.0,9.099999999999966,86076.8,9057.6,PWF
L,1,302.1,311.2,1519.0,39.3,155.0,9.099999999999966,59696.7,6091.5,none
L,1,302.0,311.1,1373.0,55.7,157.0,9.100000000000023,76476.1,8744.9,none
M,2,302.0,311.1,1406.0,48.8,159.0,9.100000000000023,68612.8,7759.2,none
L,1,302.1,311.2,1492.0,45.0,162.0,9.099999999999966,67140.0,7290.0,none
L,1,302.1,311.2,1369.0,50.8,164.0,9.099999999999966,69545.2,8331.199999999999,none
M,2,302.2,311.2,1471.0,41.9,166.0,9.0,61634.9,6955.4,none
L,1,302.2,311.2,1630.0,36.0,169.0,9.0,58680.0,6084.0,none
M,2,302.1,311.1,1605.0,37.6,171.0,9.0,60348.0,6429.6,none
L,1,302.2,311.1,1447.0,52.1,174.0,8.900000000000034,75388.7,9065.4,none
M,2,302.2,311.2,1360.0,52.8,176.0,9.0,71808.0,9292.8,none
M,2,302.2,311.1,1728.0,34.0,179.0,8.900000000000034,58752.0,6086.0,none
L,1,302.1,311.0,1740.0,30.8,182.0,8.899999999999977,53592.0,5605.6,none
L,1,302.1,310.9,1477.0,41.4,184.0,8.799999999999955,61147.799999999996,7617.599999999999,none
L,1,302.1,310.9,1658.0,30.3,186.0,8.799999999999955,50237.4,5635.8,none
L,1,302.0,310.8,1902.0,23.4,188.0,8.800000000000011,44506.799999999996,4399.2,none
M,2,302.0,310.8,1783.0,23.1,190.0,8.800000000000011,41187.3,4389.0,none
M,2,302.0,310.9,1558.0,45.3,193.0,8.899999999999977,70577.4,8742.9,none
L,1,302.1,311.0,1351.0,49.5,196.0,8.899999999999977,66874.5,9702.0,none
H,0,302.1,310.9,1452.0,42.5,198.0,8.799999999999955,61710.0,8415.0,none
L,1,302.1,310.9,1666.0,30.7,203.0,8.799999999999955,51146.2,6232.099999999999,none
L,1,302.1,311.0,1364.0,50.0,205.0,8.899999999999977,68200.0,10250.0,none
M,2,302.1,311.0,1351.0,60.3,207.0,8.899999999999977,81465.3,12482.099999999999,OSF
H,0,302.1,311.0,1729.0,26.1,210.0,8.899999999999977,45126.9,5481.0,none
M,2,302.1,311.0,1574.0,34.1,215.0,8.899999999999977,53673.4,7331.5,none
L,1,302.0,311.0,1566.0,37.8,218.0,9.0,59194.799999999996,8240.4,none
L,1,302.0,310.9,1455.0,43.2,220.0,8.899999999999977,62856.00000000001,9504.0,none
H,0,302.0,310.9,1679.0,29.0,222.0,8.899999999999977,48691.0,6438.0,none
L,1,302.0,310.8,2143.0,17.3,227.0,8.800000000000011,37073.9,3927.1000000000004,none
L,1,302.0,310.8,1447.0,42.7,229.0,8.800000000000011,61786.9,9778.300000000001,none
L,1,302.0,310.8,1383.0,50.3,231.0,8.800000000000011,69564.9,11619.3,OSF
L,1,302.1,310.8,1772.0,27.1,233.0,8.699999999999989,48021.200000000004,6314.3,none
L,1,302.0,310.8,1615.0,29.0,235.0,8.800000000000011,46835.0,6815.0,TWF
L,1,302.0,310.8,1454.0,36.6,0.0,8.800000000000011,53216.4,0.0,none
L,1,302.0,310.8,1445.0,49.1,2.0,8.800000000000011,70949.5,98.2,none
M,2,302.0,310.8,1609.0,35.2,4.0,8.800000000000011,56636.8,140.8,none
L,1,302.0,310.9,1546.0,34.4,7.0,8.899999999999977,53182.399999999994,240.79999999999998,none
L,1,301.9,310.8,1567.0,39.3,9.0,8.900000000000034,61583.1,353.7,none
L,1,302.0,310.8,1767.0,27.4,11.0,8.800000000000011,48415.799999999996,301.4,none
L,1,302.0,310.9,1539.0,34.2,13.0,8.899999999999977,52633.8,444.6,none
L,1,302.0,310.9,1564.0,39.0,15.0,8.899999999999977,60996.0,585.0,none
M,2,302.0,310.8,1445.0,46.3,17.0,8.800000000000011,66903.5,787.0999999999999,none
M,2,301.9,310.9,1419.0,47.7,20.0,9.0,67686.3,954.0,none
M,2,301.8,310.9,1881.0,20.9,23.0,9.099999999999966,39312.899999999994,480.7,none
M,2,301.9,310.9,1421.0,46.2,26.0,9.0,65650.2,1201.2,none
L,1,301.9,311.0,1455.0,46.0,29.0,9.100000000000023,66930.0,1334.0,none
L,1,301.9,311.0,2691.0,12.1,31.0,9.100000000000023,32561.1,375.09999999999997,PWF
L,1,301.8,310.8,1505.0,41.2,33.0,9.0,62006.00000000001,1359.6000000000001,none
L,1,301.8,310.8,1456.0,46.6,35.0,9.0,67849.6,1631.0,none
L,1,301.8,310.8,1383.0,46.4,37.0,9.0,64171.2,1716.8,none
M,2,301.9,310.8,1563.0,39.2,39.0,8.900000000000034,61269.600000000006,1528.8000000000002,none
M,2,301.9,310.9,2305.0,16.1,42.0,9.0,37110.5,676.2,none
M,2,301.9,310.9,1456.0,43.6,45.0,9.0,63481.6,1962.0,none
L,1,302.0,311.0,1865.0,22.7,48.0,9.0,42335.5,1089.6,none
L,1,301.9,310.9,1597.0,36.9,50.0,9.0,58929.299999999996,1845.0,none
L,1,302.0,310.9,1495.0,38.6,52.0,8.899999999999977,57707.0,2007.2,none
M,2,302.0,310.9,1456.0,47.2,54.0,8.899999999999977,68723.2,2548.8,none
L,1,301.9,310.8,1465.0,44.3,57.0,8.900000000000034,64899.49999999999,2525.1,none
M,2,302.0,310.9,1352.0,55.5,59.0,8.899999999999977,75036.0,3274.5,none
L,1,301.9,310.8,1906.0,21.7,62.0,8.900000000000034,41360.2,1345.3999999999999,none
L,1,302.0,310.9,1446.0,44.0,64.0,8.899999999999977,63624.0,2816.0,none
L,1,302.0,310.8,1948.0,19.7,66.0,8.800000000000011,38375.6,1300.2,none
L,1,301.9,310.7,1480.0,47.1,68.0,8.800000000000011,69708.0,3202.8,none
M,2,301.9,310.7,1511.0,37.6,70.0,8.800000000000011,56813.6,2632.0,none
M,2,301.9,310.7,1472.0,47.0,73.0,8.800000000000011,69184.0,3431.0,none
L,1,301.9,310.7,1429.0,51.0,76.0,8.800000000000011,72879.0,3876.0,none
L,1,301.9,310.7,1405.0,48.8,78.0,8.800000000000011,68564.0,3806.3999999999996,none
M,2,301.9,310.7,1405.0,47.9,80.0,8.800000000000011,67299.5,3832.0,none
L,1,302.0,310.7,1348.0,58.1,83.0,8.699999999999989,78318.8,4822.3,none
L,1,301.9,310.6,1331.0,68.6,85.0,8.700000000000045,91306.59999999999,5830.999999999999,PWF
L,1,301.9,310.6,1610.0,33.4,87.0,8.700000000000045,53774.0,2905.7999999999997,none
M,2,301.9,310.6,1412.0,46.5,89.0,8.700000000000045,65658.0,4138.5,none
L,1,302.0,310.7,1453.0,42.7,92.0,8.699999999999989,62043.100000000006,3928.4,none
L,1,302.0,310.6,1583.0,38.9,94.0,8.600000000000023,61578.7,3656.6,none
M,2,302.0,310.6,1539.0,37.4,96.0,8.600000000000023,57558.6,3590.3999999999996,none
L,1,302.0,310.5,1635.0,39.8,99.0,8.5,65072.99999999999,3940.2,none
H,0,302.1,310.7,1294.0,62.4,101.0,8.599999999999966,80745.59999999999,6302.4,HDF
L,1,302.0,310.5,1978.0,22.0,106.0,8.5,43516.0,2332.0,none
L,1,302.0,310.4,1357.0,58.0,108.0,8.399999999999977,78706.0,6264.0,HDF
L,1,302.0,310.4,1336.0,58.2,110.0,8.399999999999977,77755.2,6402.0,HDF
L,1,302.0,310.4,1568.0,39.2,112.0,8.399999999999977,61465.600000000006,4390.400000000001,none
M,2,302.0,310.4,1567.0,36.4,114.0,8.399999999999977,57038.799999999996,4149.599999999999,none
L,1,302.0,310.4,1611.0,35.6,117.0,8.399999999999977,57351.600000000006,4165.2,none
H,0,302.0,310.5,1841.0,23.6,119.0,8.5,43447.600000000006,2808.4,none
L,1,302.0,310.5,1567.0,36.1,124.0,8.5,56568.700000000004,4476.400000000001,none
L,1,301.9,310.4,1376.0,54.9,126.0,8.5,75542.4,6917.4,HDF
L,1,301.9,310.5,1477.0,42.4,128.0,8.600000000000023,62624.799999999996,5427.2,none
M,2,301.9,310.5,1590.0,40.3,130.0,8.600000000000023,64076.99999999999,5239.0,none
L,1,302.0,310.5,2197.0,15.8,133.0,8.5,34712.6,2101.4,none
M,2,302.0,310.4,1595.0,32.9,135.0,8.399999999999977,52475.5,4441.5,none
H,0,302.0,310.5,1812.0,24.4,138.0,8.5,44212.799999999996,3367.2,none
M,2,302.0,310.5,1573.0,32.1,143.0,8.5,50493.3,4590.3,none
L,1,302.0,310.5,1651.0,30.9,146.0,8.5,51015.899999999994,4511.4,none
H,0,302.0,310.5,1459.0,43.2,148.0,8.5,63028.8,6393.6,none
L,1,301.9,310.4,1370.0,51.7,153.0,8.5,70829.0,7910.1,HDF
L,1,301.9,310.4,1518.0,34.1,155.0,8.5,51763.8,5285.5,none
L,1,302.0,310.3,1648.0,29.6,157.0,8.300000000000011,48780.8,4647.2,none
L,1,302.0,310.4,1464.0,47.2,159.0,8.399999999999977,69100.8,7504.8,none
L,1,302.0,310.4,1895.0,23.2,161.0,8.399999999999977,43964.0,3735.2,none
L,1,301.9,310.4,1884.0,23.4,163.0,8.5,44085.6,3814.2,none
L,1,302.0,310.4,1450.0,46.6,165.0,8.399999999999977,67570.0,7689.0,none
L,1,302.0,310.4,1448.0,43.4,167.0,8.399999999999977,62843.2,7247.8,none
L,1,302.1,310.5,1389.0,49.6,169.0,8.399999999999977,68894.40000000001,8382.4,none
L,1,302.0,310.6,1583.0,35.2,171.0,8.600000000000023,55721.600000000006,6019.200000000001,none
L,1,301.9,310.5,1425.0,51.1,173.0,8.600000000000023,72817.5,8840.300000000001,none
L,1,302.0,310.5,1809.0,27.1,175.0,8.5,49023.9,4742.5,none
L,1,301.9,310.5,1892.0,21.8,177.0,8.600000000000023,41245.6,3858.6,none
M,2,301.9,310.6,1475.0,47.8,179.0,8.700000000000045,70505.0,8556.199999999999,none
L,1,302.0,310.6,1361.0,46.7,182.0,8.600000000000023,63558.700000000004,8499.4,none
M,2,302.0,310.6,1563.0,41.0,184.0,8.600000000000023,64083.0,7544.0,none
H,0,301.9,310.5,1472.0,39.7,187.0,8.600000000000023,58438.4,7423.900000000001,none
L,1,302.0,310.6,1325.0,55.3,192.0,8.600000000000023,73272.5,10617.599999999999,none
L,1,302.0,310.6,1358.0,53.1,194.0,8.600000000000023,72109.8,10301.4,none
H,0,302.0,310.6,1346.0,54.7,196.0,8.600000000000023,73626.2,10721.2,none
M,2,302.0,310.5,1381.0,58.4,201.0,8.5,80650.4,11738.4,none
L,1,301.9,310.5,1340.0,55.7,204.0,8.600000000000023,74638.0,11362.800000000001,OSF
L,1,302.0,310.6,1366.0,47.7,206.0,8.600000000000023,65158.200000000004,9826.2,none
L,1,302.1,310.7,1325.0,45.1,208.0,8.599999999999966,59757.5,9380.800000000001,HDF
M,2,302.1,310.7,1376.0,46.3,210.0,8.599999999999966,63708.799999999996,9723.0,HDF
M,2,302.1,310.7,1364.0,47.8,213.0,8.599999999999966,65199.2,10181.4,HDF
L,1,302.2,310.6,1462.0,43.6,0.0,8.400000000000034,63743.200000000004,0.0,none
M,2,302.1,310.6,1517.0,38.9,2.0,8.5,59011.299999999996,77.8,none
L,1,302.1,310.6,1385.0,53.6,5.0,8.5,74236.0,268.0,none
L,1,302.1,310.6,1439.0,40.0,7.0,8.5,57560.0,280.0,none
M,2,302.0,310.6,1623.0,34.3,9.0,8.600000000000023,55668.899999999994,308.7,none
H,0,302.0,310.6,1438.0,43.2,12.0,8.600000000000023,62121.600000000006,518.4000000000001,none
L,1,301.9,310.4,1708.0,24.8,17.0,8.5,42358.4,421.6,none
M,2,301.8,310.3,1666.0,32.7,19.0,8.5,54478.200000000004,621.3000000000001,none
L,1,301.9,310.4,1286.0,62.8,22.0,8.5,80760.8,1381.6,HDF
L,1,301.9,310.3,1485.0,46.3,24.0,8.400000000000034,68755.5,1111.1999999999998,none
M,2,301.8,310.3,1409.0,52.5,26.0,8.5,73972.5,1365.0,none
L,1,301.8,310.3,1765.0,27.3,29.0,8.5,48184.5,791.7,none
L,1,301.8,310.3,1688.0,28.8,31.0,8.5,48614.4,892.8000000000001,none
M,2,301.7,310.3,1787.0,26.7,33.0,8.600000000000023,47712.9,881.1,none
L,1,301.7,310.1,1487.0,48.0,36.0,8.400000000000034,71376.0,1728.0,none
L,1,301.7,310.1,1384.0,50.5,38.0,8.400000000000034,69892.0,1919.0,none
L,1,301.7,310.2,1311.0,57.4,40.0,8.5,75251.4,2296.0,HDF
H,0,301.7,310.2,1620.0,30.8,42.0,8.5,49896.0,1293.6000000000001,none
L,1,301.7,310.2,1331.0,61.2,47.0,8.5,81457.2,2876.4,HDF
H,0,301.7,310.1,1462.0,38.3,49.0,8.400000000000034,55994.6,1876.6999999999998,none
L,1,301.7,310.1,1424.0,50.2,54.0,8.400000000000034,71484.8,2710.8,none
L,1,301.7,310.1,1500.0,39.6,56.0,8.400000000000034,59400.0,2217.6,none
L,1,301.8,310.1,1738.0,28.0,58.0,8.300000000000011,48664.0,1624.0,none
M,2,301.8,310.3,1465.0,46.5,60.0,8.5,68122.5,2790.0,none
L,1,301.8,310.3,1482.0,41.4,63.0,8.5,61354.799999999996,2608.2,none
L,1,301.9,310.3,1398.0,44.0,65.0,8.400000000000034,61512.0,2860.0,none
L,1,301.9,310.3,1972.0,21.3,67.0,8.400000000000034,42003.6,1427.1000000000001,none
L,1,301.9,310.4,1603.0,37.6,69.0,8.5,60272.8,2594.4,none
L,1,301.9,310.4,1610.0,34.8,71.0,8.5,56027.99999999999,2470.7999999999997,none
M,2,301.9,310.4,1373.0,48.0,73.0,8.5,65904.0,3504.0,HDF
M,2,302.0,310.5,1425.0,44.7,76.0,8.5,63697.50000000001,3397.2000000000003,none
M,2,302.0,310.4,1212.0,55.6,79.0,8.399999999999977,67387.2,4392.400000000001,HDF
M,2,302.0,310.4,1828.0,26.3,82.0,8.399999999999977,48076.4,2156.6,none
L,1,302.0,310.5,1370.0,44.4,85.0,8.5,60828.0,3774.0,HDF
M,2,302.0,310.5,1823.0,25.1,87.0,8.5,45757.3,2183.7000000000003,none
L,1,302.0,310.5,1263.0,60.6,90.0,8.5,76537.8,5454.0,HDF
L,1,301.9,310.4,1889.0,21.5,92.0,8.5,40613.5,1978.0,none
M,2,302.0,310.5,1639.0,32.9,94.0,8.5,53923.1,3092.6,none
M,2,302.0,310.4,1608.0,33.1,97.0,8.399999999999977,53224.8,3210.7000000000003,none
H,0,301.9,310.3,1653.0,32.4,100.0,8.400000000000034,53557.2,3240.0,none
L,1,302.0,310.4,1591.0,29.8,105.0,8.399999999999977,47411.8,3129.0,none
L,1,302.1,310.5,1696.0,30.9,107.0,8.399999999999977,52406.399999999994,3306.2999999999997,none
L,1,302.2,310.6,1346.0,47.5,109.0,8.400000000000034,63935.0,5177.5,HDF
M,2,302.2,310.5,1507.0,40.4,111.0,8.300000000000011,60882.799999999996,4484.4,none
H,0,302.3,310.6,1525.0,48.7,114.0,8.300000000000011,74267.5,5551.8,none
M,2,302.3,310.7,1559.0,33.9,119.0,8.399999999999977,52850.1,4034.1,none
L,1,302.2,310.6,1632.0,30.5,122.0,8.400000000000034,49776.0,3721.0,none
L,1,302.1,310.5,1559.0,36.0,124.0,8.399999999999977,56124.0,4464.0,none
M,2,302.2,310.6,1355.0,51.5,126.0,8.400000000000034,69782.5,6489.0,HDF
M,2,302.2,310.5,1832.0,23.7,129.0,8.300000000000011,43418.4,3057.2999999999997,none
L,1,302.2,310.6,1386.0,50.0,132.0,8.400000000000034,69300.0,6600.0,none
M,2,302.2,310.6,1346.0,49.2,134.0,8.400000000000034,66223.2,6592.8,HDF
L,1,302.3,310.7,1499.0,37.8,137.0,8.399999999999977,56662.2,5178.599999999999,none
L,1,302.3,310.7,1612.0,33.4,139.0,8.399999999999977,53840.799999999996,4642.599999999999,none
M,2,302.3,310.7,1544.0,39.7,141.0,8.399999999999977,61296.8,5597.700000000001,none
L,1,302.5,310.9,1477.0,39.2,144.0,8.399999999999977,57898.4,5644.8,none
L,1,302.5,310.9,1624.0,34.4,146.0,8.399999999999977,55865.6,5022.4,none
L,1,302.4,310.9,1349.0,46.1,148.0,8.5,62188.9,6822.8,HDF
L,1,302.4,310.8,1686.0,28.8,150.0,8.400000000000034,48556.8,4320.0,none
M,2,302.4,310.7,1521.0,40.4,152.0,8.300000000000011,61448.4,6140.8,none
L,1,302.4,310.7,1362.0,54.8,155.0,8.300000000000011,74637.59999999999,8494.0,HDF
L,1,302.3,310.7,1402.0,50.9,157.0,8.399999999999977,71361.8,7991.3,none
L,1,302.2,310.6,1334.0,53.2,159.0,8.400000000000034,70968.8,8458.800000000001,HDF
L,1,302.2,310.6,1348.0,48.4,161.0,8.400000000000034,65243.2,7792.4,HDF
M,2,302.2,310.6,1570.0,34.6,163.0,8.400000000000034,54322.0,5639.8,none
M,2,302.2,310.7,1601.0,33.0,166.0,8.5,52833.0,5478.0,none
M,2,302.3,310.8,1611.0,31.8,169.0,8.5,51229.8,5374.2,none
L,1,302.4,310.9,1560.0,31.8,172.0,8.5,49608.0,5469.6,none
H,0,302.4,310.9,1444.0,40.7,174.0,8.5,58770.8,7081.8,none
L,1,302.4,311.0,1317.0,59.4,179.0,8.600000000000023,78229.8,10632.6,none
M,2,302.5,311.0,1463.0,43.1,181.0,8.5,63055.3,7801.1,none
L,1,302.4,311.1,1634.0,34.2,184.0,8.700000000000045,55882.8,6292.8,none
L,1,302.4,311.0,1423.0,46.2,186.0,8.600000000000023,65742.6,8593.2,none
L,1,302.5,311.0,1548.0,38.4,188.0,8.5,59443.2,7219.2,none
M,2,302.5,311.0,1563.0,35.6,190.0,8.5,55642.8,6764.0,none
L,1,302.4,311.0,1573.0,36.5,193.0,8.600000000000023,57414.5,7044.5,none
M,2,302.4,311.1,1432.0,44.5,195.0,8.700000000000045,63724.0,8677.5,none
M,2,302.5,311.1,1638.0,32.0,198.0,8.600000000000023,52416.0,6336.0,none
L,1,302.5,311.1,1571.0,34.2,201.0,8.600000000000023,53728.200000000004,6874.200000000001,none
L,1,302.4,311.0,2211.0,15.4,203.0,8.600000000000023,34049.4,3126.2000000000003,none
L,1,302.4,311.0,1555.0,40.6,205.0,8.600000000000023,63133.0,8323.0,none
M,2,302.3,310.9,1558.0,31.9,207.0,8.599999999999966,49700.2,6603.299999999999,none
M,2,302.3,310.9,1523.0,43.2,210.0,8.599999999999966,65793.6,9072.0,none
L,1,302.3,310.8,1723.0,26.3,213.0,8.5,45314.9,5601.900000000001,none
M,2,302.3,310.8,1721.0,28.4,215.0,8.5,48876.399999999994,6106.0,none
M,2,302.3,310.9,1710.0,30.4,218.0,8.599999999999966,51984.0,6627.2,TWF
M,2,302.3,310.9,1627.0,32.3,0.0,8.599999999999966,52552.1,0.0,none
M,2,302.2,310.8,1422.0,47.0,3.0,8.600000000000023,66834.0,141.0,none
L,1,302.1,310.8,1565.0,35.3,6.0,8.699999999999989,55244.49999999999,211.79999999999998,none
L,1,302.1,310.7,1314.0,52.8,8.0,8.599999999999966,69379.2,422.4,HDF
M,2,302.0,310.6,1392.0,60.5,10.0,8.600000000000023,84216.0,605.0,none
L,1,302.1,310.7,1465.0,40.7,13.0,8.599999999999966,59625.50000000001,529.1,none
L,1,301.9,310.6,1573.0,36.6,15.0,8.700000000000045,57571.8,549.0,none
M,2,302.0,310.7,2157.0,17.8,17.0,8.699999999999989,38394.6,302.6,none
L,1,301.9,310.7,1370.0,50.3,20.0,8.800000000000011,68911.0,1006.0,none
L,1,301.9,310.6,1462.0,38.8,22.0,8.700000000000045,56725.6,853.5999999999999,none
M,2,302.0,310.6,1479.0,40.5,24.0,8.600000000000023,59899.5,972.0,none
L,1,301.9,310.7,1717.0,26.8,27.0,8.800000000000011,46015.6,723.6,none
M,2,301.9,310.6,1260.0,65.9,29.0,8.700000000000045,83034.0,1911.1000000000001,none
L,1,301.9,310.6,1467.0,39.3,32.0,8.700000000000045,57653.1,1257.6,none
M,2,302.0,310.6,1535.0,38.6,34.0,8.600000000000023,59251.0,1312.4,none
L,1,302.0,310.7,1657.0,31.9,37.0,8.699999999999989,52858.299999999996,1180.3,none
L,1,302.0,310.7,1698.0,28.1,39.0,8.699999999999989,47713.8,1095.9,none
L,1,302.1,310.7,1359.0,49.3,41.0,8.599999999999966,66998.7,2021.3,HDF
L,1,302.1,310.8,1596.0,37.1,43.0,8.699999999999989,59211.600000000006,1595.3,none
L,1,302.2,310.8,1383.0,46.9,45.0,8.600000000000023,64862.7,2110.5,none
L,1,302.2,310.8,2203.0,16.6,47.0,8.600000000000023,36569.8,780.2,none
M,2,302.2,310.8,1408.0,46.8,49.0,8.600000000000023,65894.4,2293.2,none
L,1,302.2,310.8,1673.0,32.9,52.0,8.600000000000023,55041.7,1710.8,none
L,1,302.2,310.8,1340.0,47.8,54.0,8.600000000000023,64051.99999999999,2581.2,none
L,1,302.2,310.9,1452.0,42.3,56.0,8.699999999999989,61419.6,2368.7999999999997,none
M,2,302.2,310.9,1302.0,53.4,58.0,8.699999999999989,69526.8,3097.2,none
H,0,302.2,310.9,1522.0,35.9,61.0,8.699999999999989,54639.799999999996,2189.9,none
L,1,302.2,310.8,1438.0,41.4,66.0,8.600000000000023,59533.2,2732.4,none
L,1,302.2,310.9,1604.0,40.5,68.0,8.699999999999989,64962.0,2754.0,none
L,1,302.2,311.0,1832.0,23.2,70.0,8.800000000000011,42502.4,1624.0,none
M,2,302.3,311.0,1521.0,34.8,72.0,8.699999999999989,52930.799999999996,2505.6,none
L,1,302.3,311.0,1446.0,37.6,75.0,8.699999999999989,54369.6,2820.0,none
L,1,302.4,311.1,1905.0,20.9,77.0,8.700000000000045,39814.5,1609.3,none
L,1,302.4,311.0,1475.0,47.9,79.0,8.600000000000023,70652.5,3784.1,none
L,1,302.4,311.0,1462.0,48.5,81.0,8.600000000000023,70907.0,3928.5,none
M,2,302.4,310.9,1435.0,42.3,83.0,8.5,60700.49999999999,3510.8999999999996,none
L,1,302.4,310.9,1469.0,39.6,86.0,8.5,58172.4,3405.6,none
M,2,302.6,311.1,1520.0,43.0,88.0,8.5,65360.0,3784.0,none
L,1,302.6,311.0,1537.0,35.5,91.0,8.399999999999977,54563.5,3230.5,none
L,1,302.6,311.0,1369.0,60.0,93.0,8.399999999999977,82140.0,5580.0,HDF
L,1,302.6,311.0,1506.0,37.2,95.0,8.399999999999977,56023.200000000004,3534.0000000000005,none
L,1,302.5,310.9,1330.0,56.9,97.0,8.399999999999977,75677.0,5519.3,HDF
L,1,302.6,311.0,1660.0,38.0,99.0,8.399999999999977,63080.0,3762.0,none
H,0,302.5,310.9,1356.0,55.5,101.0,8.399999999999977,75258.0,5605.5,HDF
H,0,302.6,311.0,1438.0,51.0,106.0,8.399999999999977,73338.0,5406.0,none
M,2,302.6,311.0,1329.0,48.6,111.0,8.399999999999977,64589.4,5394.6,HDF
L,1,302.6,311.0,1284.0,68.0,114.0,8.399999999999977,87312.0,7752.0,PWF
M,2,302.5,311.0,1387.0,52.1,116.0,8.5,72262.7,6043.6,none
M,2,302.6,311.0,1591.0,33.9,119.0,8.399999999999977,53934.899999999994,4034.1,none
M,2,302.6,311.0,1589.0,39.0,122.0,8.399999999999977,61971.0,4758.0,none
M,2,302.7,311.1,1297.0,60.7,125.0,8.400000000000034,78727.90000000001,7587.5,HDF
L,1,302.7,311.2,1545.0,35.1,128.0,8.5,54229.5,4492.8,none
H,0,302.7,311.1,1418.0,43.4,130.0,8.400000000000034,61541.2,5642.0,none
L,1,302.7,311.1,1730.0,28.1,135.0,8.400000000000034,48613.0,3793.5,none
L,1,302.6,311.0,2001.0,20.7,137.0,8.399999999999977,41420.7,2835.9,none
L,1,302.6,311.0,1620.0,36.2,139.0,8.399999999999977,58644.00000000001,5031.8,none
M,2,302.6,311.0,1542.0,39.7,141.0,8.399999999999977,61217.4,5597.700000000001,none
L,1,302.6,311.0,1424.0,38.0,144.0,8.399999999999977,54112.0,5472.0,none
L,1,302.7,311.1,1440.0,39.5,146.0,8.400000000000034,56880.0,5767.0,none
L,1,302.6,311.0,1520.0,42.8,148.0,8.399999999999977,65055.99999999999,6334.4,none
L,1,302.7,311.0,1694.0,29.8,150.0,8.300000000000011,50481.200000000004,4470.0,none
L,1,302.6,311.0,1610.0,39.2,152.0,8.399999999999977,63112.00000000001,5958.400000000001,none
L,1,302.6,310.9,1331.0,52.0,154.0,8.299999999999955,69212.0,8008.0,HDF
L,1,302.6,310.8,1470.0,41.2,156.0,8.199999999999989,60564.00000000001,6427.200000000001,none
L,1,302.5,310.8,1577.0,36.9,158.0,8.300000000000011,58191.299999999996,5830.2,none
L,1,302.6,310.8,1486.0,36.4,160.0,8.199999999999989,54090.4,5824.0,none
L,1,302.4,310.6,1445.0,40.3,162.0,8.200000000000045,58233.49999999999,6528.599999999999,none
M,2,302.4,310.5,1500.0,36.7,164.0,8.100000000000023,55050.00000000001,6018.8,none
M,2,302.2,310.4,1456.0,47.5,167.0,8.199999999999989,69160.0,7932.5,none
L,1,302.2,310.4,1743.0,28.1,170.0,8.199999999999989,48978.3,4777.0,none
L,1,302.0,310.1,1409.0,50.4,172.0,8.100000000000023,71013.59999999999,8668.8,none
L,1,302.0,310.1,1361.0,45.4,174.0,8.100000000000023,61789.4,7899.599999999999,HDF
L,1,302.1,310.1,1753.0,28.9,176.0,8.0,50661.7,5086.4,none
L,1,302.0,310.0,1832.0,22.9,178.0,8.0,41952.799999999996,4076.2,none
L,1,301.9,309.9,1374.0,48.5,180.0,8.0,66639.0,8730.0,HDF
M,2,301.8,309.9,1334.0,61.0,182.0,8.099999999999966,81374.0,11102.0,HDF
L,1,301.8,310.0,1493.0,40.3,185.0,8.199999999999989,60167.899999999994,7455.499999999999,none
L,1,301.7,309.9,1317.0,49.0,187.0,8.199999999999989,64533.0,9163.0,HDF
M,2,301.7,309.9,1434.0,47.9,189.0,8.199999999999989,68688.59999999999,9053.1,none
M,2,301.7,309.9,1457.0,39.2,192.0,8.199999999999989,57114.4,7526.400000000001,none
M,2,301.7,310.0,1391.0,50.6,195.0,8.300000000000011,70384.6,9867.0,none
M,2,301.8,310.0,1781.0,23.9,198.0,8.199999999999989,42565.899999999994,4732.2,none
L,1,301.8,310.0,1642.0,32.6,201.0,8.199999999999989,53529.200000000004,6552.6,none
L,1,301.8,310.0,2032.0,19.0,203.0,8.199999999999989,38608.0,3857.0,none
M,2,301.8,310.1,2372.0,13.9,205.0,8.300000000000011,32970.8,2849.5,PWF
